date_hour,mean_indoor_temperature,mean_indoor_heat_index,mean_outdoor_temperature,mean_outdoor_heat_index,indoor_temperature_difference,indoor_heat_index_difference
2019-07-04T03:00:00Z,79,78.8,80.1,84,-1.0999999999999943,-5.200000000000003
2019-07-04T04:00:00Z,78.8,78,80.1,84,-1.2999999999999972,-6
2019-07-04T05:00:00Z,78.5,78,79,82,-0.5,-4
2019-07-04T06:00:00Z,78.3,78,81,85,-2.700000000000003,-7
2019-07-04T07:00:00Z,78.5,78,82.9,88,-4.400000000000006,-10
2019-07-04T08:00:00Z,79,79.2,86,93,-7,-13.799999999999997
2019-07-04T09:00:00Z,79.6,80,89.1,98,-9.5,-18
2019-07-04T10:00:00Z,80,80.3,90,98,-10,-17.700000000000003
2019-07-04T11:00:00Z,80.2,81,91.9,102,-11.700000000000003,-21
2019-07-04T12:00:00Z,80.4,81,86,93,-5.599999999999994,-12
2019-07-04T13:00:00Z,80.3,80.9,81,85,-0.7000000000000028,-4.099999999999994
2019-07-04T14:00:00Z,80.2,80,79,82,1.2000000000000028,-2
2019-07-04T15:00:00Z,80.1,80,79,82,1.0999999999999943,-2
2019-07-04T16:00:00Z,80.1,80,79,82,1.0999999999999943,-2
2019-07-04T17:00:00Z,80,80.3,81,86,-1,-5.700000000000003
2019-07-04T18:00:00Z,80.3,81,80.1,85,0.20000000000000284,-4
2019-07-04T19:00:00Z,80.4,81,80.1,84,0.30000000000001137,-3
2019-07-04T20:00:00Z,80.3,81,80.1,84,0.20000000000000284,-3
2019-07-04T21:00:00Z,80.1,80.3,79,82,1.0999999999999943,-1.7000000000000028
2019-07-04T22:00:00Z,79.9,80,79,82,0.9000000000000057,-2
2019-07-04T23:00:00Z,79.8,80,79,82,0.7999999999999972,-2
